"","id","accession","synonyms","category","disease","origin","geo","encode","omics"
"7766","RPMI-6666","CVCL_1665","RPMI 6666; RPMI6666; Roswell Park Memorial Institute 6666","Transformed cell line","","","GSM887546|GSM888629|GSM1670387",NA,"Transcriptome analysis by microarray|SNP array analysis|Deep exome analysis|DNA methylation analysis|Deep quantitative proteome analysis"
"7767","RPMI-7932","CVCL_2713","RPMI 7932; RPMI7932; Roswell Park Memorial Institute 7932; ULF","Cancer cell line","NCIt; C3224; Melanoma","CVCL_3317 ! HMCB|CVCL_T313 ! RPMI-7262|CVCL_T314 ! RPMI-7272|CVCL_T315 ! RPMI-7551|CVCL_T316 ! RPMI-7781|CVCL_T317 ! RPMI-7801|CVCL_T318 ! RPMI-7922|CVCL_T319 ! RPMI-7962|CVCL_T320 ! RPMI-7972|CVCL_T321 ! RPMI-8002|CVCL_T322 ! RPMI-8072","GSM226865",NA,"SNP array analysis|CNV analysis"
"7768","RPMI-7951","CVCL_1666","RPMI 7951; RPMI7951; Roswell Park Memorial Institute 7951","Cancer cell line","NCIt; C3224; Melanoma","","GSM206540|GSM274689|GSM827474|GSM887547|GSM888630|GSM1670388","ENCBS262AAA|ENCBS457YHI|ENCBS493TPA","Transcriptome analysis by RNAseq|Transcriptome analysis by microarray|SNP array analysis|Deep exome analysis|Deep proteome analysis|DNA methylation analysis|Deep quantitative proteome analysis|Deep phosphoproteome analysis"
"7769","RPMI-8226","CVCL_0014","RPMI 8226; RPMI.8226; RPMI8226; RPMI no. 8226; RPMI no 8226; RPMI #8226; 8226; RPMI 8226/S; RPMI-8226S; RPMI8226/S; 8226/S; Roswell Park Memorial Institute 8226; GM02132; GM2132; GM 2132; GM02132C; Simpson","Cancer cell line","NCIt; C3242; Plasma cell myeloma|ORDO; Orphanet_29073; Multiple myeloma","","GSM2135|GSM50198|GSM50261|GSM143340|GSM290304|GSM562819|GSM621590|GSM743461|GSM750813|GSM799349|GSM799412|GSM887548|GSM888631|GSM1153419|GSM1181289|GSM1181334|GSM1199922|GSM1199923|GSM1199924|GSM1199925|GSM1199926|GSM1199927|GSM1374855|GSM1666389|GSM1670389|GSM2124680","ENCBS457ZNO|ENCBS604KZU","Transcriptome analysis by RNAseq|Array-based CGH|Transcriptome analysis by microarray|SNP array analysis|CRISPR phenotypic screen|Deep exome analysis|CNV analysis|Deep proteome analysis|DNA methylation analysis|Protein expression by reverse-phase protein arrays|Deep quantitative proteome analysis|Fluorescence phenotype profiling|lncRNA expression profiling|Metabolome analysis|Deep antibody staining analysis"
"7770","RPMI-8226/LR-5","CVCL_J434","RPMI-8226 LR5; RPMI8226-LR5; RPMI 8226/LR5; 8226/LR-5; 8226/LR5","Cancer cell line","NCIt; C3242; Plasma cell myeloma|ORDO; Orphanet_29073; Multiple myeloma","","GSM562820",NA,"Transcriptome analysis by microarray"
"7771","RPMI-8402","CVCL_1667","RPMI 8402; RPMI8402; Roswell Park Memorial Institute 8402; 8402","Cancer cell line","NCIt; C7953; Childhood T acute lymphoblastic leukemia|ORDO; Orphanet_99861; Precursor T-cell acute lymphoblastic leukemia","CVCL_B7RD ! RPMI-8382|CVCL_B7RE ! RPMI-8392|CVCL_WV43 ! RPMI-8432","GSM887549|GSM888632|GSM1670390|GSM5137742",NA,"Transcriptome analysis by RNAseq|Array-based CGH|Transcriptome analysis by microarray|SNP array analysis|Deep exome analysis|DNA methylation analysis|Deep quantitative proteome analysis"
"7772","RPMI-8866","CVCL_1668","RPMI 8866; RPMI8866; Roswell Park Memorial Institute 8866; R8866; 8866","Transformed cell line","NCIt; C3174; Chronic myelogenous leukemia, BCR-ABL1 positive|ORDO; Orphanet_521; Chronic myeloid leukemia","","GSM1670391",NA,"Transcriptome analysis by microarray|SNP array analysis|Deep exome analysis|DNA methylation analysis|Deep quantitative proteome analysis"
"7773","RS1 fibroblast","CVCL_A3YW","","Finite cell line","NCIt; C75488; Rett syndrome|ORDO; Orphanet_778; Rett syndrome","","GSM1057284",NA,"DNA methylation analysis"
"7774","RS2 fibroblast","CVCL_A3YX","","Finite cell line","NCIt; C75488; Rett syndrome|ORDO; Orphanet_778; Rett syndrome","","GSM1057285",NA,"DNA methylation analysis"
"7775","RS4;11","CVCL_0093","RS4-11; RS4:11; RS 4;11; RS(4;11); RS411","Cancer cell line","NCIt; C9143; Adult B acute lymphoblastic leukemia|NCIt; C80342; B acute lymphoblastic leukemia with t(v;11q23.3) MLL rearranged|ORDO; Orphanet_585918; B-lymphoblastic leukemia/lymphoma with t(v;11q23.3)","","GSM236803|GSM236839|GSM887550|GSM888633|GSM1374856|GSM1670392",NA,"Transcriptome analysis by RNAseq|Array-based CGH|Transcriptome analysis by microarray|SNP array analysis|Deep exome analysis|DNA methylation analysis|shRNA library screening|Deep quantitative phosphoproteome analysis"
"7776","RT-112","CVCL_1670","RT 112; RT112","Cancer cell line","NCIt; C4912; Bladder carcinoma","","GSM887552|GSM888635|GSM1374857|GSM1374858|GSM1574545|GSM1574581|GSM1670393",NA,"Transcriptome analysis by RNAseq|Transcriptome analysis by microarray|SNP array analysis|Deep exome analysis|CNV analysis|DNA methylation analysis|Deep quantitative proteome analysis|shRNA library screening"
"7777","RT-4","CVCL_0036","RT4; RT4P","Cancer cell line","NCIt; C4912; Bladder carcinoma","","GSM136232|GSM763024|GSM827439|GSM887553|GSM888636|GSM1374859|GSM1574570|GSM1670394",NA,"Transcriptome analysis by RNAseq|Transcriptome analysis by microarray|SNP array analysis|Deep exome analysis|CNV analysis|DNA methylation analysis|Deep quantitative proteome analysis|Deep antibody staining analysis"
"7778","RT112/84","CVCL_2714","RT112-84; RT-112/84; RT11284","Cancer cell line","NCIt; C4912; Bladder carcinoma","","GSM827438|GSM887551|GSM888634",NA,"Transcriptome analysis by microarray|SNP array analysis|Deep exome analysis"
"7779","RTT-1155del32 C15","CVCL_YL26","iPSC-RTT clone 15","Induced pluripotent stem cell","NCIt; C75488; Rett syndrome|ORDO; Orphanet_778; Rett syndrome","","GSM525409|GSM525410|GSM525411",NA,"Transcriptome analysis by microarray"
"7780","RTT-1155del32 C18","CVCL_YL32","iPSC-RTT clone 18","Induced pluripotent stem cell","NCIt; C75488; Rett syndrome|ORDO; Orphanet_778; Rett syndrome","","GSM525412|GSM525413|GSM525414",NA,"Transcriptome analysis by microarray"
"7781","RUCH-2","CVCL_C540","Ruch-2; RUCH2; Ruch2; Rhabdomyosarcoma of University Children's Hospital-2","Cancer cell line","NCIt; C8971; Embryonal rhabdomyosarcoma|ORDO; Orphanet_99757; Embryonal rhabdomyosarcoma","","GSM219755",NA,"Transcriptome analysis by microarray|Cell surface proteome"
"7782","RUCH-3","CVCL_C541","RUCH3; Ruch3; Rhabdomyosarcoma of University Children's Hospital-3","Cancer cell line","NCIt; C8971; Embryonal rhabdomyosarcoma|ORDO; Orphanet_99757; Embryonal rhabdomyosarcoma","","GSM219746",NA,"Transcriptome analysis by microarray|Cell surface proteome"
"7783","RVH-421","CVCL_1672","RVH 421; RVH421","Cancer cell line","NCIt; C3224; Melanoma","","GSM887554|GSM888637|GSM1670395",NA,"Transcriptome analysis by microarray|SNP array analysis|Deep exome analysis|DNA methylation analysis|Deep quantitative proteome analysis"
"7784","RW-2982","CVCL_D174","RW2982","Cancer cell line","NCIt; C7966; Colon mucinous adenocarcinoma","","GSM1346885",NA,"Transcriptome analysis by RNAseq"
"7785","RW-7213","CVCL_D175","RW7213","Cancer cell line","NCIt; C7966; Colon mucinous adenocarcinoma","","GSM1346886|GSM1448156",NA,"Transcriptome analysis by RNAseq|Transcriptome analysis by microarray"
"7786","RWP-1","CVCL_4373","RWP 1; RWP1; Roger Williams Pancreatic-1","Cancer cell line","NCIt; C8294; Pancreatic adenocarcinoma","","GSM244429",NA,"Array-based CGH|Transcriptome analysis by microarray"
"7787","RWPE-1","CVCL_3791","RWPE1","Transformed cell line","","CVCL_3814 ! WPMY-1","GSM827387|GSM1008595|GSM1374860|GSM1670396","ENCBS124FCL|ENCBS192LWI|ENCBS263AAA|ENCBS875FPF","Transcriptome analysis by RNAseq|Transcriptome analysis by microarray|SNP array analysis|DNA methylation analysis"
"7788","RWPE-2","CVCL_3792","RWPE2","Transformed cell line","","","GSM827388","ENCBS796LYI|ENCBS942OEI","SNP array analysis"
"7789","RWPE2-W99","CVCL_3793","","Transformed cell line","","","GSM827390|GSM1670397",NA,"Transcriptome analysis by microarray|SNP array analysis|DNA methylation analysis"
"7790","RXF 393L","CVCL_1673","RXF393L; RXF-393 L; RXF-393; RXF 393; RXF.393; RXF393; RXF 393NL","Cancer cell line","NCIt; C9385; Renal cell carcinoma|ORDO; Orphanet_217071; Renal cell carcinoma","","GSM2100|GSM743484|GSM750839|GSM799375|GSM799438|GSM847111|GSM844678|GSM844679|GSM1153448|GSM1178577|GSM1178578|GSM1178579|GSM1181369|GSM1181370|GSM1670398|GSM2124681",NA,"Array-based CGH|Transcriptome analysis by microarray|SNP array analysis|Deep exome analysis|CNV analysis|Deep proteome analysis|DNA methylation analysis|Protein expression by reverse-phase protein arrays|Deep quantitative proteome analysis|Fluorescence phenotype profiling|lncRNA expression profiling|Metabolome analysis"
"7791","S-117","CVCL_1674","S117; CLS-117","Cancer cell line","NCIt; C6041; Thyroid gland sarcoma","","GSM887555|GSM888638|GSM1670399",NA,"Transcriptome analysis by RNAseq|Transcriptome analysis by microarray|SNP array analysis|Deep exome analysis|DNA methylation analysis"
"7792","S-496","CVCL_DG18","S496","Cancer cell line","NCIt; C3058; Glioblastoma|ORDO; Orphanet_360; Glioblastoma","","GSM114611",NA,NA
"7793","S1123-01 iPS #1","CVCL_A2TW","S1123-01#1","Induced pluripotent stem cell","","","GSM1019334",NA,"Genome sequenced|Transcriptome analysis by RNAseq|Array-based CGH|Transcriptome analysis by microarray"
"7794","S1123-01 iPS #2","CVCL_A2TX","S1123-01#2","Induced pluripotent stem cell","","","GSM1019336",NA,"Transcriptome analysis by microarray"
"7795","S1123-01 iPS #3","CVCL_A2TY","S1123-01#3; S1123-01-i3","Induced pluripotent stem cell","","","GSM1019337",NA,"Genome sequenced|Transcriptome analysis by RNAseq|Array-based CGH|Transcriptome analysis by microarray"
"7796","S1123-01 iPS #4","CVCL_A2TZ","S1123-01#4","Induced pluripotent stem cell","","","GSM1019338",NA,"Genome sequenced|Transcriptome analysis by RNAseq|Array-based CGH|Transcriptome analysis by microarray"
"7797","S1123-02 iPS #11","CVCL_A2UC","S1123-02#11","Induced pluripotent stem cell","","","GSM1019340",NA,"Genome sequenced|Transcriptome analysis by RNAseq|Array-based CGH|Transcriptome analysis by microarray"
"7798","S1123-02 iPS #17","CVCL_A2UD","S1123-02#17","Induced pluripotent stem cell","","","GSM1019341",NA,"Genome sequenced|Transcriptome analysis by RNAseq|Array-based CGH|Transcriptome analysis by microarray"
"7799","S1123-02 iPS #2","CVCL_A2UA","S1123-02#2","Induced pluripotent stem cell","","","GSM1019348",NA,"Genome sequenced|Transcriptome analysis by RNAseq|Array-based CGH|Transcriptome analysis by microarray"
"7800","S1123-02 iPS #5","CVCL_A2UB","S1123-02#5","Induced pluripotent stem cell","","","GSM1019339",NA,"Transcriptome analysis by microarray"
"7801","S1123-03 iPS #1","CVCL_A2UE","S1123-03#1","Induced pluripotent stem cell","NCIt; C88412; Autism spectrum disorder","","GSM1019342",NA,"Genome sequenced|Transcriptome analysis by RNAseq|Array-based CGH|Transcriptome analysis by microarray"
"7802","S1123-03 iPS #2","CVCL_A2UF","S1123-03#2","Induced pluripotent stem cell","NCIt; C88412; Autism spectrum disorder","","GSM1019343",NA,"Transcriptome analysis by microarray"
"7803","S1123-03 iPS #8","CVCL_A2UG","S1123-03#8","Induced pluripotent stem cell","NCIt; C88412; Autism spectrum disorder","","GSM1019344",NA,"Genome sequenced|Transcriptome analysis by RNAseq|Array-based CGH|Transcriptome analysis by microarray"
"7804","S1123-03 iPS #9","CVCL_A2UH","S1123-03#9","Induced pluripotent stem cell","NCIt; C88412; Autism spectrum disorder","","GSM1019349",NA,"Genome sequenced|Transcriptome analysis by RNAseq|Array-based CGH|Transcriptome analysis by microarray"
"7805","S19L","CVCL_IM71","","Cancer cell line","NCIt; C8795; Recurrent undifferentiated pleomorphic sarcoma|ORDO; Orphanet_2023; Undifferentiated pleomorphic sarcoma","","GSM623744",NA,"Transcriptome analysis by microarray"
"7806","SA001","CVCL_B347","SA01; Sahlgrenska 1; CEBe033-A","Embryonic stem cell","","","GSM856727|GSM862736",NA,"Transcriptome analysis by microarray"
"7807","SA002","CVCL_B348","SA02; Sahlgrenska 2; CEBe034-A","Embryonic stem cell","NCIt; C36529; Trisomy 13|ORDO; Orphanet_3378; Trisomy 13","","GSM862737|GSM1040247|GSM1040317",NA,"Transcriptome analysis by microarray|DNA methylation analysis"
"7808","Sa3","CVCL_8063","Sa-3","Cancer cell line","NCIt; C8173; Upper gingival squamous cell carcinoma|ORDO; Orphanet_502363; Squamous cell carcinoma of the oral cavity","","GSM850386",NA,"Transcriptome analysis by microarray"
"7809","SACC-83","CVCL_H589","SACC83","Cancer cell line","NCIt; C8026; Salivary gland adenoid cystic carcinoma","","GSM1670400",NA,"Transcriptome analysis by microarray"
"7810","SaOS-2","CVCL_0548","SAOS-2; Saos-2; SAOS 2; Saos 2; Saos2; SaOs2; SAOS2; Sarcoma OSteogenic-2; SaOS; SAOS","Cancer cell line","NCIt; C9145; Osteosarcoma|ORDO; Orphanet_668; Osteosarcoma","","GSM170249|GSM185150|GSM185151|GSM320830|GSM827588|GSM879222|GSM1639703|GSM1639704|GSM1670401|GSM1676314|GSM1701648|GSM1915012|GSM1915013",NA,"Transcriptome analysis by RNAseq|Array-based CGH|Transcriptome analysis by microarray|SNP array analysis|Deep exome analysis|DNA methylation analysis|H3K4me1 ChIP-seq epigenome analysis|Deep quantitative proteome analysis"
"7811","SaOS-LM5","CVCL_9567","SAOS-LM5; LM5","Cancer cell line","NCIt; C9145; Osteosarcoma|ORDO; Orphanet_668; Osteosarcoma","","GSM1639705|GSM1639706",NA,NA
"7812","SaOS-LM7","CVCL_0515","SAOS-LM7; Saos-LM7; SaOs-lm7; SaOS/LM7; LM7","Cancer cell line","NCIt; C9145; Osteosarcoma|ORDO; Orphanet_668; Osteosarcoma","","GSM1914992|GSM1914993|GSM1914994|GSM1914995",NA,"Transcriptome analysis by microarray|H3K27ac ChIP-seq epigenome analysis|H3K4me1 ChIP-seq epigenome analysis"
"7813","SAS","CVCL_1675","","Cancer cell line","NCIt; C4648; Tongue squamous cell carcinoma|ORDO; Orphanet_457252; Squamous cell carcinoma of the oral tongue","","GSM827230|GSM850387|GSM950309|GSM950310|GSM950311|GSM950312|GSM1670402",NA,"Transcriptome analysis by microarray|SNP array analysis|CRISPR phenotypic screen|Deep exome analysis|DNA methylation analysis|Deep quantitative proteome analysis"
"7814","SAT [Human HNSCC]","CVCL_3160","Sat","Cancer cell line","NCIt; C34447; Head and neck squamous cell carcinoma","","GSM827190|GSM1670403",NA,"Transcriptome analysis by microarray|SNP array analysis|Deep exome analysis|DNA methylation analysis|Deep quantitative proteome analysis"
"7815","Sav-BL","CVCL_7210","Sav","Cancer cell line","NCIt; C27694; EBV-related Burkitt lymphoma|ORDO; Orphanet_543; Burkitt lymphoma","","GSM1604065|GSM1604066|GSM1604067",NA,NA
"7816","SBC-1","CVCL_1676","SBC1; Lc817; LC817","Cancer cell line","NCIt; C4917; Lung small cell carcinoma|ORDO; Orphanet_70573; Small cell lung cancer","CVCL_W531 ! SBC-2 [Human SCLC]","GSM986190|GSM1670404",NA,"Transcriptome analysis by microarray|SNP array analysis|Deep exome analysis|DNA methylation analysis|Deep quantitative proteome analysis"
"7817","SBC-2 [Human SCLC]","CVCL_W531","","Cancer cell line","NCIt; C4917; Lung small cell carcinoma|ORDO; Orphanet_70573; Small cell lung cancer","CVCL_1676 ! SBC-1","GSM17312|GSM827568",NA,"Transcriptome analysis by microarray|SNP array analysis"
"7818","SBC-3","CVCL_1678","SBC3","Cancer cell line","NCIt; C4917; Lung small cell carcinoma|ORDO; Orphanet_70573; Small cell lung cancer","","GSM17313|GSM827567|GSM1670405",NA,"Transcriptome analysis by microarray|SNP array analysis|Deep exome analysis|DNA methylation analysis|Deep quantitative proteome analysis"
"7819","SBC-4","CVCL_A479","SBC4","Cancer cell line","NCIt; C4917; Lung small cell carcinoma|ORDO; Orphanet_70573; Small cell lung cancer","","GSM986191",NA,"SNP array analysis"
"7820","SBC-5","CVCL_1679","SBC5","Cancer cell line","NCIt; C183115; Thoracic SMARCA4-deficient undifferentiated tumor","","GSM17314|GSM827566|GSM887556|GSM888639|GSM986192|GSM1670406",NA,"Transcriptome analysis by RNAseq|Transcriptome analysis by microarray|SNP array analysis|Deep exome analysis|Deep proteome analysis|DNA methylation analysis|Deep quantitative proteome analysis"
"7821","SBC-6","CVCL_DH97","","Cancer cell line","NCIt; C4917; Lung small cell carcinoma|ORDO; Orphanet_70573; Small cell lung cancer","","GSM986188",NA,"SNP array analysis"
"7822","SBC-7 [Human SCLC]","CVCL_W530","SBC7","Cancer cell line","NCIt; C4917; Lung small cell carcinoma|ORDO; Orphanet_70573; Small cell lung cancer","","GSM986189",NA,"SNP array analysis"
"7823","SBC-9A","CVCL_DH98","SBC-9","Cancer cell line","NCIt; C4917; Lung small cell carcinoma|ORDO; Orphanet_70573; Small cell lung cancer","CVCL_UW49 ! SBC-9B","GSM986193",NA,"SNP array analysis"
"7824","SBcl2","CVCL_D732","SBCL2; SbCl2; Sbcl2; SB cell line, clone-2; SB clone 2; SB2; SBC2","Cancer cell line","NCIt; C3510; Cutaneous melanoma","CVCL_D731 ! SBcl1|CVCL_VW99 ! SBcl3","GSM186455|GSM186456",NA,"Protein expression by reverse-phase protein arrays"
"7825","Sc-1","CVCL_1888","SC-1; SC1; Scott; Sci-1; SCI-1; SCI1","Cancer cell line","NCIt; C3209; Follicular lymphoma|ORDO; Orphanet_545; Follicular lymphoma","","GSM119486|GSM179648|GSM274843|GSM827440|GSM907520|GSM1035324|GSM1374861|GSM1670415",NA,"Transcriptome analysis by RNAseq|Array-based CGH|Transcriptome analysis by microarray|SNP array analysis|Deep exome analysis|DNA methylation analysis|Protein expression by reverse-phase protein arrays|Deep quantitative proteome analysis"
"7826","SCaBER","CVCL_3599","SCABER; Scaber","Cancer cell line","NCIt; C4031; Bladder squamous cell carcinoma","","GSM136226|GSM887557|GSM888640|GSM1374862|GSM1374863|GSM1574562|GSM1670407",NA,"Transcriptome analysis by RNAseq|Transcriptome analysis by microarray|SNP array analysis|Deep exome analysis|CNV analysis|DNA methylation analysis"
"7827","SCC-15","CVCL_1681","SCC 15; SCC15","Cancer cell line","NCIt; C4648; Tongue squamous cell carcinoma|ORDO; Orphanet_457252; Squamous cell carcinoma of the oral tongue","","GSM422871|GSM423674|GSM887558|GSM888641|GSM950313|GSM950314|GSM950315|GSM950316|GSM1670408",NA,"Transcriptome analysis by RNAseq|Array-based CGH|Transcriptome analysis by microarray|SNP array analysis|Deep exome analysis|DNA methylation analysis|Protein expression by reverse-phase protein arrays|Deep quantitative proteome analysis"
"7828","SCC-25","CVCL_1682","SCC 25; SCC25; hSCC-25","Cancer cell line","NCIt; C4648; Tongue squamous cell carcinoma|ORDO; Orphanet_457252; Squamous cell carcinoma of the oral tongue","","GSM422872|GSM423675|GSM887559|GSM888642|GSM1374864|GSM1519068|GSM1519069|GSM1519070|GSM1670409",NA,"Transcriptome analysis by RNAseq|Array-based CGH|Transcriptome analysis by microarray|SNP array analysis|Deep exome analysis|DNA methylation analysis|Protein expression by reverse-phase protein arrays|Deep quantitative proteome analysis"
"7829","SCC-3","CVCL_1683","SCC3","Cancer cell line","NCIt; C3457; B-cell non-Hodgkin lymphoma|ORDO; Orphanet_171915; B-cell non-Hodgkin lymphoma","","GSM827237|GSM1670410",NA,"Transcriptome analysis by RNAseq|Transcriptome analysis by microarray|SNP array analysis|Deep exome analysis|DNA methylation analysis|Protein expression by reverse-phase protein arrays|Deep quantitative proteome analysis"
"7830","SCC-4","CVCL_1684","SCC 4; SCC4","Cancer cell line","NCIt; C4648; Tongue squamous cell carcinoma|ORDO; Orphanet_457252; Squamous cell carcinoma of the oral tongue","","GSM422869|GSM423672|GSM827188|GSM887560|GSM888643|GSM1374865|GSM1670411",NA,"Transcriptome analysis by RNAseq|Array-based CGH|Transcriptome analysis by microarray|SNP array analysis|CRISPR phenotypic screen|Deep exome analysis|DNA methylation analysis|Protein expression by reverse-phase protein arrays|Deep quantitative proteome analysis"
